Species,PriceCateg,Weight,Length
Microphysogobio microstomus,unknown,NA,6.2
Microphysogobio nudiventris,NA,NA,7.11
Microphysogobio pseudoelongatus,unknown,NA,8.65
Microphysogobio rapidus,unknown,NA,NA
Microphysogobio tafangensis,unknown,NA,9
Microphysogobio tungtingensis,unknown,NA,11.5
Microphysogobio vietnamica,unknown,NA,NA
Microphysogobio wulonghensis,NA,NA,NA
Microphysogobio xianyouensis,NA,NA,6.13
Microphysogobio yaluensis,unknown,NA,10.6
Microphysogobio yunnanensis,unknown,NA,9.9
Microphysogobio zhangi,NA,NA,7.71
Microplecostomus forestii,NA,NA,3.83
Micropoecilia bifurca,unknown,NA,3
Micropoecilia branneri,unknown,NA,3
Micropoecilia minima,unknown,NA,1.6
Micropoecilia picta,unknown,NA,3
Micropogonias altipinnis,medium,NA,90
Micropogonias ectenes,medium,NA,40
Micropogonias fasciatus,medium,NA,NA
Micropogonias furnieri,medium,55.3,60
Micropogonias megalops,medium,NA,40
Micropogonias undulatus,low,2580,55
Micropterus cahabae,NA,800,36
Micropterus cataractae,unknown,3990,61
Micropterus chattahoochae,NA,1000,3.67
Micropterus coosae,unknown,3710,47
Micropterus dolomieu,unknown,5410,69
Micropterus floridanus,unknown,NA,NA
Micropterus henshalli,NA,NA,61
Micropterus notius,unknown,1750,40
Micropterus punctulatus,unknown,4650,63.5
Micropterus salmoides,unknown,10090,97
Micropterus tallapoosae,NA,1800,40.6
Micropterus treculii,unknown,1670,46.4
Micropterus warriorensis,NA,800,36
Microrasbora microphthalma,NA,NA,2.57
Microrasbora rubescens,unknown,NA,3
Microschemobrycon callops,unknown,NA,3.48
Microschemobrycon casiquiare,unknown,NA,3.48
Microschemobrycon elongatus,unknown,0.72,4.5
Microschemobrycon geisleri,unknown,NA,2.8
Microschemobrycon guaporensis,unknown,NA,3.23
Microschemobrycon melanotus,unknown,NA,4.3
Microschemobrycon meyburgi,unknown,NA,2.2
Microspathodon bairdii,unknown,NA,25
Microspathodon chrysurus,unknown,NA,21
Microspathodon dorsalis,unknown,NA,31
Microspathodon frontatus,unknown,NA,17
Microsternarchus bilineatus,unknown,NA,12
Microsternarchus brevis,NA,NA,5.3
Microstoma microstoma,unknown,NA,21
Microstomatichthyoborus bashforddeani,unknown,NA,7.5
Microstomatichthyoborus katangae,unknown,NA,5.4
Microstomus achne,medium,1760,60
Microstomus kitt,very high,2950,65
Microstomus pacificus,medium,3500,76
Microstomus shuntovi,medium,NA,NA
Microsynodontis armatus,unknown,NA,2.74
Microsynodontis batesii,unknown,NA,8.5
Microsynodontis christyi,NA,NA,NA
Microsynodontis emarginata,unknown,NA,3.36
Microsynodontis hirsuta,unknown,NA,6.8
Microsynodontis laevigata,unknown,NA,8.5
Microsynodontis lamberti,unknown,NA,3.5
Microsynodontis nannoculus,unknown,NA,3.91
Microsynodontis nasutus,unknown,NA,3.65
Microsynodontis notata,unknown,NA,5.36
Microsynodontis polli,unknown,NA,4.1
Microsynodontis vigilis,unknown,NA,6.2
Microthrissa congica,NA,NA,7
Microthrissa minuta,low,NA,3.5
Microthrissa moeruensis,low,NA,4.1
Microthrissa royauxi,low,NA,9.9
Microthrissa whiteheadi,low,NA,5.74
Miichthys miiuy,medium,NA,70
Mikrogeophagus altispinosus,unknown,NA,5.6
Mikrogeophagus ramirezi,unknown,NA,3.4
Millerichthys robustus,unknown,NA,4
Millerigobius macrocephalus,very high,NA,4.35
Milyeringa brooksi,NA,NA,NA
Milyeringa justitia,NA,NA,2.3
Milyeringa veritas,unknown,NA,5
Mimagoniates barberi,unknown,NA,3.45
Mimagoniates inequalis,unknown,NA,3.26
Mimagoniates lateralis,unknown,NA,3.3
Mimagoniates microlepis,unknown,NA,6.11
Mimagoniates pulcher,NA,NA,3.7
Mimagoniates rheocharis,unknown,NA,4.78
Mimagoniates sylvicola,unknown,NA,3.02
Mimoblennius atrocinctus,unknown,NA,5
Mimoblennius cas,unknown,NA,3.24
Mimoblennius cirrosus,unknown,NA,5.4
Mimoblennius lineathorax,unknown,NA,2.61
Mimoblennius rusi,unknown,NA,4.02
Minilabrus striatus,very high,NA,6
Minous andriashevi,unknown,NA,NA
Minous coccineus,unknown,NA,10.5
Minous dempsterae,unknown,NA,15
Minous inermis,unknown,NA,14
Minous longimanus,unknown,NA,10.33
Minous monodactylus,unknown,NA,15
Minous pictus,unknown,NA,11
Minous pusillus,unknown,NA,7.5
Minous quincarinatus,unknown,NA,15
Minous trachycephalus,unknown,NA,12
Minous usachevi,unknown,NA,13.8
Minous versicolor,unknown,NA,11
Minyclupeoides dentibranchialus,NA,NA,2.25
Minyichthys brachyrhinus,unknown,NA,4.6
Minyichthys inusitatus,unknown,NA,NA
Minyichthys myersi,unknown,NA,6
Minyichthys sentus,unknown,NA,6
Minysicya caudimaculata,NA,NA,1.3
Minytrema melanops,unknown,1230,50
Miracorvina angolensis,medium,2000,128
Mirapinna esau,unknown,NA,5.5
Mirognathus normani,unknown,NA,20
Mirogrex hulensis,unknown,NA,23
Mirogrex terraesanctae,unknown,NA,25
Mirorictus taningi,unknown,NA,13.7
Miroscyllium sheikoi,unknown,NA,NA
Misgurnus anguillicaudatus,unknown,NA,28
Misgurnus buphoensis,unknown,NA,NA
Misgurnus fossilis,unknown,NA,30
Misgurnus mizolepis,unknown,NA,20
Misgurnus mohoity,unknown,NA,NA
Misgurnus multimaculatus,NA,NA,NA
Misgurnus nikolskyi,unknown,NA,13.7
Misgurnus tonkinensis,unknown,NA,NA
Mistichthys luzonensis,very high,NA,2.5
Mitotichthys meraculus,unknown,NA,NA
Mitotichthys mollisoni,unknown,NA,15.92
Mitotichthys semistriatus,unknown,NA,26.75
Mitotichthys tuckeri,unknown,NA,15.9
Mitsukurina owstoni,unknown,NA,617
Miuroglanis platycephalus,unknown,NA,1.23
Mixobrycon ribeiroi,unknown,NA,3.5
Mixomyrophis longidorsalis,NA,NA,7.7
Mixomyrophis pusillipinna,unknown,NA,NA
Moapa coriacea,unknown,NA,9
Mobula alfredi,NA,NA,500
Mobula birostris,medium,3000000,910
Mobula eregoodootenkee,medium,NA,100
Mobula hypostoma,medium,NA,120
Mobula japanica,medium,NA,310
Mobula kuhlii,medium,30000,119
Mobula mobular,medium,1500000,520
Mobula munkiana,medium,NA,220
Mobula rochebrunei,medium,NA,133
Mobula tarapacana,medium,350000,328
Mobula thurstoni,medium,NA,220
Mochokiella paynei,unknown,NA,3.6
Mochokus brevis,unknown,NA,3.1
Mochokus niloticus,unknown,NA,6.5
Modicus minimus,unknown,NA,3.41
Modicus tangaroa,unknown,NA,3
Moema apurinan,unknown,NA,NA
Moema beucheyi,NA,NA,8.17
Moema hellneri,unknown,NA,NA
Moema heterostigma,unknown,NA,7.35
Moema nudifrontata,unknown,NA,NA
Moema ortegai,NA,NA,NA
Moema pepotei,unknown,NA,12
Moema piriana,unknown,NA,12
Moema portugali,unknown,NA,12
Moema quiii,unknown,NA,NA
Moema staecki,unknown,NA,12
Moenkhausia affinis,unknown,NA,6
Moenkhausia agnesae,unknown,NA,6.9
Moenkhausia atahualpiana,unknown,NA,NA
Moenkhausia aurantia,NA,NA,4.95
Moenkhausia australe,NA,NA,3.76
Moenkhausia barbouri,unknown,NA,6.5
Moenkhausia bonita,unknown,NA,4.38
Moenkhausia britskii,NA,NA,5.83
Moenkhausia browni,unknown,NA,8.2
Moenkhausia celibela,NA,1.16,4.9
Moenkhausia ceros,unknown,NA,5
Moenkhausia chlorophthalma,NA,NA,6.79
Moenkhausia chrysargyrea,unknown,NA,12
Moenkhausia collettii,unknown,NA,5
Moenkhausia comma,unknown,NA,7.4
Moenkhausia copei,unknown,NA,6
Moenkhausia cosmops,NA,NA,5.37
Moenkhausia costae,unknown,NA,5.9
Moenkhausia cotinho,unknown,NA,6.12
Moenkhausia crisnejas,unknown,NA,4.4
Moenkhausia dasalmas,NA,NA,4.29
Moenkhausia diamantina,NA,NA,6.56
Moenkhausia dichroura,unknown,NA,10
Moenkhausia diktyota,unknown,NA,5.24
Moenkhausia doceana,unknown,NA,7.7
Moenkhausia dorsinuda,unknown,NA,7.1
Moenkhausia eigenmanni,unknown,NA,5.25
Moenkhausia eurystaenia,NA,NA,3.68
Moenkhausia forestii,NA,NA,3.79
Moenkhausia georgiae,unknown,NA,12.1
Moenkhausia gracilima,unknown,NA,5.9
Moenkhausia grandisquamis,unknown,NA,10
Moenkhausia hasemani,unknown,NA,4.5
Moenkhausia heikoi,unknown,12,8.7
Moenkhausia hemigrammoides,unknown,NA,4
Moenkhausia hysterosticta,NA,NA,4.54
Moenkhausia icae,NA,NA,4.16
Moenkhausia inrai,unknown,NA,6.45
Moenkhausia intermedia,unknown,NA,8
Moenkhausia jamesi,unknown,NA,6.8
Moenkhausia justae,unknown,NA,6
Moenkhausia lata,unknown,NA,8
Moenkhausia latissima,unknown,NA,9.2
Moenkhausia lepidura,unknown,14,10.5
Moenkhausia levidorsa,unknown,NA,6.42
Moenkhausia lineomaculata,NA,NA,6.78
Moenkhausia lopesi,unknown,NA,3.85
Moenkhausia loweae,unknown,6.24,7.5
Moenkhausia margitae,unknown,NA,6.4
Moenkhausia megalops,unknown,NA,5
Moenkhausia melogramma,unknown,NA,4
Moenkhausia metae,unknown,NA,7.4
Moenkhausia miangi,unknown,NA,8.9
Moenkhausia mikia,NA,NA,7.83
Moenkhausia moisae,unknown,NA,10.6
Moenkhausia mutum,NA,NA,6.53
Moenkhausia naponis,unknown,NA,5.4
Moenkhausia newtoni,unknown,NA,2.7
Moenkhausia nigromarginata,unknown,NA,5.3
Moenkhausia oligolepis,unknown,NA,10
Moenkhausia orteguasae,unknown,NA,7.3
Moenkhausia ovalis,unknown,NA,8
Moenkhausia pankilopteryx,unknown,NA,9.67
Moenkhausia parecis,NA,NA,7.79
Moenkhausia petymbuaba,unknown,NA,5.59
Moenkhausia phaeonota,unknown,NA,5.6
Moenkhausia pirauba,NA,NA,9.92
Moenkhausia pittieri,unknown,NA,6
Moenkhausia plumbea,NA,NA,4.95
Moenkhausia pyrophthalma,unknown,NA,3.4
Moenkhausia robertsi,unknown,NA,4.9
Moenkhausia rubra,NA,NA,5.43
Moenkhausia sanctaefilomenae,unknown,NA,7
Moenkhausia schultzi,NA,NA,NA
Moenkhausia shideleri,unknown,NA,7.3
Moenkhausia simulata,unknown,NA,7.2
Moenkhausia surinamensis,unknown,NA,10.3
Moenkhausia takasei,unknown,NA,3.3
Moenkhausia tergimacula,unknown,NA,5.2
Moenkhausia tridentata,unknown,NA,NA
Moenkhausia uirapuru,NA,NA,5.97
Moenkhausia venerei,NA,NA,3.88
Moenkhausia xinguensis,unknown,30.5,10.3
Mogurnda adspersa,unknown,NA,14
Mogurnda aiwasoensis,unknown,NA,4.06
Mogurnda arguni,NA,NA,10.4
Mogurnda aurifodinae,unknown,NA,10
Mogurnda cingulata,unknown,NA,13
Mogurnda clivicola,unknown,NA,13
Mogurnda furva,unknown,NA,12
Mogurnda kaifayama,unknown,NA,9.95
Mogurnda kaimana,NA,NA,11.02
Mogurnda kutubuensis,unknown,NA,9.5
Mogurnda larapintae,unknown,NA,13
Mogurnda lineata,unknown,NA,8.5
Mogurnda maccuneae,unknown,NA,7.38
Mogurnda magna,unknown,NA,NA
Mogurnda malsmithi,unknown,NA,6.77
Mogurnda mbuta,unknown,NA,10.15
Mogurnda mogurnda,unknown,NA,20
Mogurnda mosa,unknown,NA,11.72
Mogurnda oligolepis,unknown,NA,8
Mogurnda orientalis,unknown,NA,11
Mogurnda pardalis,unknown,NA,12.72
Mogurnda pulchra,unknown,NA,8
Mogurnda spilota,unknown,NA,13
Mogurnda thermophila,unknown,NA,13.5
Mogurnda variegata,unknown,NA,13
Mogurnda vitta,unknown,NA,12.5
Mogurnda wapoga,unknown,NA,6.33
Mola alexandrini,unknown,2300000,300
Mola mola,unknown,2300000,333
Mola tecta,NA,NA,242
Mollisquama parini,unknown,NA,NA
Molva dypterygia,low,30000,155
Molva macrophthalma,NA,NA,108
Molva molva,low,45000,200
Monacanthus chinensis,unknown,580,38
Monacanthus ciliatus,unknown,NA,20
Monacanthus tuckeri,unknown,NA,10
Monacoa grimaldii,unknown,NA,8
Monacoa griseus,NA,NA,6.39
Monacoa niger,NA,NA,4.8
Monocentris japonica,unknown,NA,17
Monocentris neozelanicus,unknown,NA,NA
Monocentris reedi,unknown,NA,9.9
Monochirus hispidus,very high,NA,20
Monochirus trichodactylus,very high,NA,NA
Monocirrhus polyacanthus,unknown,NA,8
Monodactylus argenteus,unknown,NA,27
Monodactylus falciformis,unknown,NA,31
Monodactylus kottelati,unknown,NA,7.8
Monodactylus sebae,unknown,NA,25
Monognathus ahlstromi,unknown,NA,4.9
Monognathus berteli,unknown,NA,5.8
Monognathus bertini,unknown,NA,10.3
Monognathus boehlkei,unknown,NA,7
Monognathus bruuni,unknown,NA,8
Monognathus herringi,unknown,NA,4.8
Monognathus isaacsi,unknown,NA,5.6
Monognathus jesperseni,unknown,NA,10.9
Monognathus jesse,unknown,NA,6.3
Monognathus nigeli,unknown,NA,5.7
Monognathus ozawai,unknown,NA,6.5
Monognathus rajui,unknown,NA,11.2
Monognathus rosenblatti,unknown,NA,7
Monognathus smithi,unknown,NA,7.2
Monognathus taningi,unknown,NA,5.7
Monolene antillarum,very high,NA,11.8
Monolene asaedae,very high,NA,8
Monolene atrimana,very high,NA,NA
Monolene danae,very high,NA,NA
Monolene dubiosa,very high,NA,7
Monolene helenensis,very high,NA,20.76
Monolene maculipinna,very high,NA,18
Monolene megalepis,very high,NA,NA
Monolene mertensi,very high,NA,10
Monolene microstoma,very high,NA,20.1
Monolene sessilicauda,very high,NA,18
Monomitopus agassizii,NA,NA,20.3
Monomitopus americanus,NA,NA,NA
Monomitopus conjugator,NA,NA,NA
Monomitopus garmani,NA,NA,19.2
Monomitopus kumae,NA,NA,48
Monomitopus longiceps,NA,NA,NA
Monomitopus magnus,NA,NA,53.5
Monomitopus malispinosus,NA,NA,NA
Monomitopus metriostoma,NA,NA,23.5
Monomitopus microlepis,NA,NA,NA
Monomitopus nigripinnis,NA,NA,35
Monomitopus pallidus,NA,NA,20.7
Monomitopus torvus,NA,NA,22.6
Monomitopus vitiazi,NA,NA,NA
Monopenchelys acuta,medium,NA,20.9
Monopterus albus,unknown,NA,100
Monopterus bicolor,NA,NA,NA
Monopterus boueti,unknown,NA,34
Monopterus cuchia,unknown,NA,70
Monopterus desilvai,unknown,NA,NA
Monopterus dienbienensis,NA,NA,NA
Monopterus digressus,unknown,NA,NA
Monopterus eapeni,unknown,NA,16
Monopterus fossorius,unknown,NA,23
Monopterus hodgarti,unknown,NA,22
Monopterus ichthyophoides,NA,NA,18.66
Monopterus indicus,unknown,NA,8.5
Monopterus luticolus,NA,NA,20.9
Monopterus rongsaw,NA,NA,17.9
Monopterus roseni,unknown,NA,NA
Monostichodus elongatus,unknown,NA,9.2
Monostichodus lootensi,unknown,NA,4.6
Monostichodus mesmaekersi,unknown,NA,5.9
Monotaxis grandoculis,very high,5890,60
Monotaxis heterodon,NA,NA,NA
Monothrix polylepis,unknown,NA,5
Monotocheirodon drilos,NA,NA,3.33
Monotocheirodon kontos,NA,NA,3.35
Monotocheirodon pearsoni,unknown,NA,4.4
Moolgarda pedaraki,medium,NA,60
Mora moro,medium,NA,80
Mordacia lapicida,unknown,NA,54
Mordacia mordax,unknown,NA,50
Mordacia praecox,unknown,NA,50
Moringua abbreviata,unknown,NA,33
Moringua bicolor,unknown,NA,40
Moringua edwardsi,unknown,NA,15
Moringua ferruginea,unknown,NA,140
Moringua guthriana,unknown,NA,65
Moringua hawaiiensis,NA,NA,45.4
Moringua javanica,unknown,NA,120
Moringua macrocephalus,unknown,NA,36.5
Moringua macrochir,unknown,NA,20
Moringua microchir,unknown,NA,47
Moringua penni,unknown,NA,NA
Moringua raitaborua,unknown,NA,44
Mormyrops anguilloides,unknown,15000,150
Mormyrops attenuatus,unknown,NA,22
Mormyrops batesianus,unknown,NA,28
Mormyrops boulengeri,unknown,NA,25
Mormyrops breviceps,unknown,NA,65
Mormyrops caballus,unknown,NA,46
Mormyrops citernii,unknown,NA,35.5
Mormyrops curtus,unknown,NA,40
Mormyrops curviceps,unknown,NA,43
Mormyrops engystoma,unknown,NA,14.5
Mormyrops furcidens,unknown,NA,31.5
Mormyrops intermedius,unknown,NA,18.2
Mormyrops lineolatus,unknown,NA,40
Mormyrops mariae,unknown,NA,17
Mormyrops masuianus,unknown,NA,41
Mormyrops microstoma,unknown,NA,16.5
Mormyrops nigricans,unknown,NA,34
Mormyrops oudoti,unknown,NA,11.4
Mormyrops parvus,unknown,NA,16.5
Mormyrops sirenoides,unknown,NA,63
Mormyrops zanclirostris,unknown,NA,27
Mormyrus bernhardi,unknown,NA,19
Mormyrus caballus,unknown,NA,50
Mormyrus casalis,unknown,NA,22.1
Mormyrus caschive,unknown,NA,100
Mormyrus cyaneus,unknown,NA,26
Mormyrus felixi,unknown,NA,14.3
Mormyrus goheeni,unknown,NA,34.5
Mormyrus hasselquistii,unknown,1115,50
Mormyrus hildebrandti,unknown,NA,20
Mormyrus iriodes,unknown,NA,27
Mormyrus kannume,unknown,NA,100
Mormyrus lacerda,unknown,2000,50
Mormyrus longirostris,unknown,10000,75
Mormyrus macrocephalus,unknown,NA,42
Mormyrus macrophthalmus,unknown,NA,30
Mormyrus niloticus,unknown,NA,46
Mormyrus ovis,unknown,NA,29
Mormyrus rume,unknown,5300,100
Mormyrus subundulatus,unknown,NA,27.1
Mormyrus tapirus,unknown,NA,43
Mormyrus tenuirostris,unknown,NA,33.2
Mormyrus thomasi,unknown,NA,28
Morone americana,low,2200,58
Morone chrysops,unknown,3090,45
Morone mississippiensis,unknown,10970,46
Morone saxatilis,medium,57000,200
Moxostoma albidum,unknown,NA,NA
Moxostoma anisurum,unknown,10800,74
Moxostoma ariommum,unknown,NA,22
Moxostoma austrinum,unknown,NA,49
Moxostoma breviceps,unknown,NA,NA
Moxostoma carinatum,unknown,3960,77
Moxostoma cervinum,unknown,NA,19
Moxostoma collapsum,unknown,NA,NA
Moxostoma congestum,unknown,NA,65
Moxostoma duquesnii,unknown,1020,51
Moxostoma erythrurum,unknown,4080,78
Moxostoma hubbsi,unknown,NA,72
Moxostoma lacerum,unknown,NA,31.3
Moxostoma lachneri,unknown,NA,44
Moxostoma macrolepidotum,unknown,3990,75
Moxostoma mascotae,unknown,NA,NA
Moxostoma pappillosum,unknown,NA,45
Moxostoma pisolabrum,unknown,NA,NA
Moxostoma poecilurum,unknown,NA,51
Moxostoma robustum,unknown,NA,42
Moxostoma rupiscartes,unknown,NA,28
Moxostoma valenciennesi,unknown,4160,80
Mucurilebias leitaoi,unknown,NA,3
Mugil bananensis,medium,NA,40
Mugil brevirostris,NA,NA,20.9
Mugil broussonnetii,medium,NA,19.4
Mugil capurrii,medium,NA,45
Mugil cephalus,very high,NA,100
Mugil curema,medium,680,91
Mugil curvidens,NA,NA,34.3
Mugil gaimardianus,medium,NA,67
Mugil galapagensis,medium,NA,40
Mugil hospes,medium,NA,35.5
Mugil incilis,medium,NA,40
Mugil liza,high,9000,80
Mugil longicauda,NA,NA,NA
Mugil margaritae,NA,NA,26.5
Mugil rubrioculus,NA,NA,44.6
Mugil setosus,medium,NA,30
Mugil thoburni,medium,NA,29.5
Mugil trichodon,medium,190,46
Mugilogobius abei,very high,NA,4.1
Mugilogobius adeia,very high,NA,4.3
Mugilogobius amadi,NA,NA,14.5
Mugilogobius cagayanensis,very high,NA,6.2
Mugilogobius cavifrons,very high,NA,4
Mugilogobius chulae,very high,NA,4
Mugilogobius durbanensis,very high,NA,4.5
Mugilogobius fasciatus,very high,NA,2.4
Mugilogobius filifer,very high,NA,3.9
Mugilogobius fusca,very high,NA,4.7
Mugilogobius fusculus,very high,NA,3.5
Mugilogobius hitam,NA,NA,4.3
Mugilogobius karatunensis,very high,NA,3.9
Mugilogobius latifrons,NA,NA,4.7
Mugilogobius lepidotus,very high,NA,2.9
Mugilogobius littoralis,very high,NA,5.5
Mugilogobius mertoni,very high,NA,6
Mugilogobius myxodermus,very high,NA,3.4
Mugilogobius notospilus,very high,NA,3
Mugilogobius nuicocensis,NA,NA,NA
Mugilogobius paludis,very high,NA,6
Mugilogobius platynotus,very high,NA,6
Mugilogobius platystomus,very high,NA,5
Mugilogobius rambaiae,very high,NA,4.15
Mugilogobius rexi,very high,NA,3.3
Mugilogobius rivulus,very high,NA,4.5
Mugilogobius sarasinorum,very high,NA,80
Mugilogobius stigmaticus,very high,NA,4.2
Mugilogobius tagala,very high,NA,NA
Mugilogobius tigrinus,very high,NA,2.25
Mugilogobius wilsoni,very high,NA,4
Mugilogobius zebra,very high,NA,2.9
Mulloidichthys ayliffe,NA,NA,24.5
Mulloidichthys dentatus,medium,NA,31
Mulloidichthys flavolineatus,medium,NA,43
Mulloidichthys martinicus,medium,NA,44.8
Mulloidichthys mimicus,medium,NA,30
Mulloidichthys pfluegeri,medium,NA,40
Mulloidichthys vanicolensis,medium,NA,38
Mullus argentinae,high,NA,30
Mullus auratus,high,NA,25
Mullus barbatus barbatus,medium,680,33.2
Mullus barbatus ponticus,high,NA,22
Mullus surmuletus,very high,1000,40
Muraena appendiculata,medium,NA,NA
Muraena argus,medium,NA,120
Muraena augusti,NA,169.8,90
Muraena clepsydra,medium,NA,120
Muraena helena,low,6450,150
Muraena lentiginosa,medium,NA,61
Muraena melanotis,medium,NA,100
Muraena pavonina,medium,NA,51.2
Muraena retifera,medium,NA,60
Muraena robusta,medium,NA,150
Muraenesox bagio,medium,7100,200
Muraenesox cinereus,very high,NA,220
Muraenesox yamaguchiensis,NA,NA,NA
Muraenichthys elerae,unknown,NA,NA
Muraenichthys gymnopterus,unknown,NA,30
Muraenichthys philippinensis,unknown,NA,30
Muraenichthys schultzei,unknown,NA,24
Muraenichthys sibogae,unknown,NA,13.5
Muraenichthys thompsoni,unknown,NA,NA
Muraenoclinus dorsalis,unknown,NA,10
Muraenolepis andriashevi,high,NA,44.5
Muraenolepis evseenkoi,NA,NA,NA
Muraenolepis kuderskii,NA,NA,22.4
Muraenolepis marmorata,NA,NA,40
Muraenolepis microps,high,NA,35
Muraenolepis orangiensis,high,NA,30
Muraenolepis pacifica,NA,NA,NA
Muraenolepis trunovi,high,NA,24.3
Mustelus albipinnis,NA,NA,109
Mustelus antarcticus,medium,30800,157
Mustelus asterias,medium,4760,140
Mustelus californicus,medium,NA,116
Mustelus canis,medium,12150,150
Mustelus dorsalis,medium,NA,64
Mustelus fasciatus,medium,NA,150
Mustelus griseus,medium,NA,87
Mustelus henlei,low,NA,100
Mustelus higmani,medium,NA,70
Mustelus lenticulatus,high,NA,125
Mustelus lunulatus,medium,NA,175
Mustelus manazo,medium,5720,220
Mustelus mangalorensis,NA,NA,57.684
Mustelus mento,medium,NA,130
Mustelus minicanis,medium,NA,47.8
Mustelus mosis,medium,NA,150
Mustelus mustelus,medium,NA,200
Mustelus norrisi,medium,13780,110
Mustelus palumbes,medium,NA,120
Mustelus punctulatus,medium,NA,190
Mustelus ravidus,NA,NA,68.3
Mustelus schmitti,medium,NA,92
Mustelus sinusmexicanus,medium,NA,83
Mustelus stevensi,NA,NA,91.9
Mustelus walkeri,NA,NA,94.2
Mustelus whitneyi,medium,NA,NA
Mustelus widodoi,NA,NA,NA
Myaka myaka,unknown,NA,6.65
Mycteroperca acutirostris,high,10000,80
Mycteroperca bonaci,very high,100000,150
Mycteroperca cidi,high,15000,114
Mycteroperca fusca,high,3000,80
Mycteroperca interstitialis,high,10200,84
Mycteroperca jordani,high,91000,198
Mycteroperca microlepis,very high,36460,145
Mycteroperca olfax,high,NA,120
Mycteroperca phenax,very high,14170,107
Mycteroperca prionura,high,14060,105
Mycteroperca rosacea,high,9640,86
Mycteroperca rubra,high,49700,144
Mycteroperca tigris,high,10000,101
Mycteroperca venenosa,very high,18480,100
Mycteroperca xenarcha,high,91000,150
Myctophum affine,high,NA,7.9
Myctophum asperum,high,NA,8.5
Myctophum aurolaternatum,high,NA,11
Myctophum brachygnathum,high,NA,NA
Myctophum fissunovi,high,NA,7
Myctophum indicum,high,NA,NA
Myctophum lunatum,high,3.39,5.7
Myctophum lychnobium,high,NA,3.8
Myctophum nitidulum,high,NA,8.3
Myctophum obtusirostre,high,NA,9
Myctophum orientale,high,NA,NA
Myctophum ovcharovi,high,6.83,7.2
Myctophum phengodes,high,NA,9.3
Myctophum punctatum,high,NA,11
Myctophum selenops,high,NA,7.5
Myctophum spinosum,high,NA,9
Myersglanis blythii,unknown,NA,7.3
Myersglanis jayarami,unknown,NA,NA
Myersina adonis,NA,NA,3.13
Myersina crocata,very high,NA,6
Myersina filifer,very high,NA,13.2
Myersina lachneri,very high,NA,5
Myersina macrostoma,very high,NA,6
Myersina nigrivirgata,very high,NA,10
Myersina papuanus,very high,NA,NA
